Month,Type,Price,Location,Postcode,Bedrooms,Bathrooms,Parking,Garden,Lease Length,Contact
April,Apartment,1940,Dublin City Nth.,Dublin 1,2,1,N/A,No,12,Estate Agent
April,Apartment,2400,Dublin City North,Dublin 1,2,2,No,No,3,Estate Agent
April,Apartment,3310,Dublin City South,Dublin 4,2,1,No,No,12,Estate Agent
April,Apartment,1580,Dublin City South,Dublin 2,1,1,No,No,6,Owner
April,House,3830.00,Dublin City Sth.,Dublin 4,3,2,Yes,Yes,12,Estate Agent
April,Apartment,2480,Dublin City North,Dublin 15,2,1,No,No,12,Owner
April,House,2820,Dublin City North,Dublin 1,4,1,N/A,N/A,12,Estate Agent
April,Apartment,1340,Dublin City South,Dublin 24,1,2,N/A,No,12,Estate Agent
April,Apartment,1570,Dublin City North,Dublin 1,3,1,N/A,No,12,Estate Agent
April,Apartment,1330,Dublin City North,Dublin 1,2,2,No,N/A,12,Estate Agent
April,Apartment,2370,Dublin City North,Dublin 13,2,2,No,No,12,Estate  Agent
April,House,2250,Dublin City Sth.,Dublin 20,3,2,Yes,Yes,6,Estate Agent
April,Apartment,1000,North Co Dublin,,1,2,Yes,No,12,Owner
April,Apartment,1950,Dublin City South,Dublin 8,3,1,No,No,12,Estate Agent
April,Apartment,1730,Dublin City South,Dublin 14,1,1,No,No,12,Estate Agent
April,House,4420,Dublin City South,Dublin 20,3,1,No,Yes,12,Estate Agent
May,Apartment,1630,Dublin City Sth.,Dublin 2,2,2,No,No,6,Estate Agent
May,Apartment,1840,Dublin City Nth.,Dublin 3,1,1,No,No,12,Estate Agent
May,Apartment,2160,Dublin City South,Dublin 2,2,1,No,No,12,Estate Agent
May,Apartment,1070,Dublin City South,Dublin 14,1,2,No,No,12,Owner
May,Apartment,2230,Dublin City South,Dublin 22,2,1,Yes,No,12,Estate Agent
May,House,3240,Dublin City South,Dublin 12,4,2,Yes,Yes,12,Estate Agent
May,Apartment,1820,Dublin City North,Dublin 11,1,1,No,No,120,Estate Agent
May,House,4700,Dublin City South,Dublin 10,3,2,No,Yes,3,Estate Agent
May,Apartment,6830,Dublin City Nth.,Dublin 1,3,2,No,No,3,Estate Agent
May,Apartment,2110,Dublin City North,Dublin 17,3,1,Yes,No,120,Estate Agent
May,Apartment,1440,Dublin City South,Dublin 2,1,1,No,No,12,Owner
May,House,3580,Dublin City North,Dublin 3,3,2,No,Yes,12,Estate Agent
May,Apartment,3340.00,Dublin City North,Dublin 13,3,1,No,No,12,Owner
May,Apartment,1800,Dublin City South,Dublin 24,2,1,No,No,6,Owner
May,Apartment,2070,Dublin City North,Dublin 1,1,2,N/A,No,12,Estate Agent
May,Apartment,1320,Dublin City Sth.,Dublin 2,2,2,Yes,No,12,Estate Agent
May,Apartment,1990.00,Dublin City Nth.,Dublin 1,1,2,No,No,6,Estate Agent
May,House,4490,Dublin City South,Dublin 2,5,2,Yes,Yes,3,Owner
May,Apartment,1000,Dublin City Sth.,Dublin 16,1,2,No,No,3,Estate Agent
May,Apartment,1860,Dublin City South,Dublin 2,1,2,No,No,12,Owner
May,Apartment,2080,Dublin City Nth.,Dublin 1,1,1,No,No,3,Estate Agent
May,House,2870,Dublin City South,Dublin 8,3,2,Yes,Yes,12,Estate Agent
May,Apartment,2220,Dublin City South,Dublin 22,2,1,No,No,12,Estate Agent
May,House,3040,Dublin City Sth.,Dublin 18,3,2,Yes,Yes,12,Estate Agent
May,House,5330,Dublin City North,Dublin 3,4,3,Yes,Yes,12,Owner
May,Apartment,2200.00,Dublin City North,Dublin 1,2,2,No,No,120,Estate Agent
May,Apartment,1600,Dublin City North,Dublin 1,2,1,No,No,6,Estate Agent
May,Apartment,1190,Dublin City South,Dublin 18,1,2,No,No,12,Owner
May,Apartment,1560.00,Dublin City North,Dublin 1,1,1,No,No,120,Estate Agent
May,Apartment,2360,Dublin City Sth.,Dublin 14,2,2,No,No,12,Owner
May,Apartment,1560,Dublin City Sth.,Dublin 2,1,1,Yes,No,12,Estate Agent
May,Apartment,1480,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
May,Apartment,1820.00,South Co Dublin,,2,1,No,No,12,Owner
May,Apartment,1940,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
May,House,3640,Dublin City South,Dublin 24,4,2,Yes,Yes,12,Estate Agent
May,Apartment,2450,Dublin City North,Dublin 1,2,1,Yes,No,12,Estate Agent
May,Apartment,2420.00,Dublin City Sth.,Dublin 2,1,1,N/A,No,12,Owner
May,House,3040,Dublin City South,Dublin 6,5,2,Yes,Yes,6,Owner
May,Apartment,1260,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
May,Apartment,1970,Dublin City South,Dublin 4,1,1,No,No,6,Estate Agent
May,Apartment,1010,Dublin City North,Dublin 1,1,1,Yes,No,6,Owner
May,House,6130,Dublin City South,Dublin 22,4,3,Yes,Yes,3,Owner
May,Apartment,1510,Dublin City Nth.,Dublin 1,2,2,No,No,12,Estate Agent
May,House,3080,Dublin City South,Dublin 12,3,1,No,Yes,3,Estate Agent
May,House,4080,South Co Dublin,,3,2,Yes,Yes,12,Estate  Agent
May,Apartment,1530,Dublin City Sth.,Dublin 22,1,1,Yes,N/A,3,Estate Agent
May,Apartment,1570,Dublin City South,Dublin 6,2,2,No,No,12,Estate Agent
May,House,6120.00,Dublin City Sth.,Dublin 14,4,3,No,Yes,3,Owner
May,Apartment,1270,Dublin City South,Dublin 6,2,1,N/A,No,12,Estate Agent
May,Apartment,2490,Dublin City South,Dublin 8,2,1,No,No,12,Owner
May,Apartment,2570,Dublin City North,Dublin 11,2,1,No,No,12,Owner
May,Apartment,2550,Dublin City North,Dublin 1,3,1,No,No,12,Estate Agent
May,Apartment,4040,Dublin City Sth.,Dublin 14,3,1,No,No,6,Owner
May,Apartment,4940,Dublin City North,Dublin 3,3,2,Yes,No,12,Estate Agent
May,Apartment,1230,Dublin City South,Dublin 12,1,1,No,No,12,Estate Agent
May,Apartment,1830,Dublin City North,Dublin 1,2,2,No,No,12,Owner
May,Apartment,2390,Dublin City Sth.,Dublin 20,2,2,No,No,3,Estate Agent
May,Apartment,1430,Dublin City Nth.,Dublin 5,3,2,No,No,12,Estate Agent
May,Apartment,1700,Dublin City Sth.,Dublin 14,1,1,No,No,6,Estate Agent
May,Apartment,3330,Dublin City Sth.,Dublin 2,2,2,No,No,12,Estate Agent
May,Apartment,1080,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
May,House,4640,Dublin City Nth.,Dublin 1,3,2,Yes,Yes,12,Owner
May,Apartment,1110,Dublin City Sth.,Dublin 16,2,1,No,No,6,Estate Agent
May,Apartment,1090,Dublin City North,Dublin 15,2,1,Yes,No,12,Estate Agent
May,Apartment,2720,Dublin City Nth.,Dublin 15,2,1,No,No,3,Owner
May,Apartment,1140,South Co Dublin,,2,1,No,No,12,Estate Agent
May,Apartment,1560,Dublin City North,Dublin 7,2,1,No,No,12,Estate Agent
May,Apartment,1330,Dublin City North,Dublin 11,2,1,No,No, ,Estate Agent
May,Apartment,1850,Dublin City South,Dublin 20,1,2,Yes,No,12,Owner
May,Apartment,1900,Dublin City Nth.,Dublin 1,2,1,No,No,12,Estate Agent
May,Apartment,1160,Dublin City South,Dublin 20,1,2,No,No,12,Owner
May,Apartment,1900,Dublin City South,Dublin 2,1,1,Yes,No,12,Owner
May,House,3020,Dublin City Nth.,Dublin 13,3,2,N/A,Yes,6,Estate Agent
May,House,5180,Dublin City North,Dublin 1,4,2,Yes,Yes,6,Owner
May,Apartment,1690,Dublin City North,Dublin 9,2,2,No,No,12,Estate Agent
May,Apartment,1750,Dublin City North,Dublin 9,1,2,No,No,12,Estate Agent
May,House,3240,Dublin City North,Dublin 1,1,2,Yes,Yes,12,Estate Agent
May,Apartment,1360,Dublin City Nth.,Dublin 11,1,2,No,No,12,Owner
May,House,5140,South Co Dublin,,3,2,No,Yes,6,Estate Agent
May,Apartment,3780,Dublin City South,Dublin 2,2,2,No,No,30,Estate Agent
May,Apartment,2520,Dublin City Nth.,Dublin 1,2,2,No,No,12,Estate Agent
May,Apartment,2370,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
May,Apartment,4380,Dublin City Nth.,Dublin 15,3,2,Yes,No,12,Estate Agent
May,Apartment,3020,Dublin City Nth.,Dublin 1,2,2,No,No,60,Owner
May,Apartment,1990,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
May,Apartment,2750.00,Dublin City North,Dublin 1,3,2,Yes,No,6,Owner
May,Apartment,1290.00,Dublin City North,Dublin 1,1,1,No,No,6,Estate Agent
May,Apartment,1600,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
May,Apartment,2110,Dublin City South,Dublin 2,2,1,No,No,12,Estate Agent
May,Apartment,1180,Dublin City Nth.,Dublin 1,1,1,No,No,12,Estate Agent
May,Apartment,1100,Dublin City South,Dublin 16,1,1,No,No,12,Estate Agent
May,Apartment,1100,Dublin City Nth.,Dublin 15,1,1,No,No,12,Owner
May,Apartment,1040,Dublin City South,Dublin 2,1,2,No,N/A,12,Owner
May,Apartment,2860,Dublin City North,Dublin 1,2,2,No,No,12,Estate Agent
May,Apartment,1380,Dublin City North,Dublin 15,1,1,Yes,No,12,Estate Agent
May,Apartment,1090.00,Dublin City South,Dublin 14,1,2,No,No,6,Estate Agent
May,Apartment,1620,Dublin City South,Dublin 6W,1,1,No,No,12,Owner
May,Apartment,1250,Dublin City South,Dublin 10,1,1,No,No,12,Owner
May,Apartment,1810,Dublin City Sth.,Dublin 10,1,2,No,No,12,Estate Agent
May,House,5100,Dublin City South,Dublin 16,5,2,No,Yes,12,Owner
May,Apartment,970,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
May,Apartment,1440,Dublin City Nth.,Dublin 5,1,1,No,No,6,Owner
May,House,4010,Dublin City South,Dublin 6W,3,2,Yes,Yes,12,Owner
May,Apartment,1400,South Co Dublin,,1,2,No,No,12,Estate Agent
May,House,4490,Dublin City South,Dublin 18,5,2,Yes,Yes,6,Estate Agent
May,Apartment,1170,Dublin City South,Dublin 2,1,1,Yes,No,12,Owner
May,Apartment,1120,Dublin City Sth.,Dublin 20,2,1,No,No,3,Owner
May,Apartment,940,North Co Dublin,,1,1,No,No,60,Owner
May,House,4060,Dublin City North,Dublin 17,3,2,Yes,Yes,12,Owner
May,House,3840,Dublin City North,Dublin 9,4,2,Yes,Yes,12,Owner
May,House,3450,Dublin City North,Dublin 13,1,2,Yes,Yes, ,Estate Agent
May,Apartment,4600,Dublin City Nth.,Dublin 1,3,1,Yes,N/A,6,Estate Agent
May,House,4790,Dublin City South,Dublin 20,4,2,Yes,Yes,12,Estate Agent
May,Apartment,1500.00,Dublin City North,Dublin 9,2,1,Yes,No,120,Estate Agent
May,Apartment,1300,Dublin City South,Dublin 2,1,1,No,N/A,12,Estate Agent
May,House,4440,Dublin City North,Dublin 11,4,1,No,Yes,12,Estate Agent
May,House,4290,Dublin City South,Dublin 6W,3,2,Yes,Yes,60,Estate Agent
May,Apartment,2150,Dublin City North,Dublin 1,2,2,No,No,6,Owner
May,House,3960,Dublin City South,Dublin 14,4,4,No,Yes,6,Estate Agent
May,Apartment,1930.00,Dublin City North,Dublin 9,1,2,No,No,12,Owner
May,Apartment,2460,Dublin City South,Dublin 24,2,1,No,No,12,Estate Agent
May,Apartment,4870,Dublin City North,Dublin 5,3,2,No,No,6,Estate Agent
May,Apartment,1090,Dublin City North,Dublin 1,1,1,Yes,No,12,Estate Agent
May,House,4140,Dublin City Sth.,Dublin 18,3,1,Yes,Yes,6,Owner
May,Apartment,1520,Dublin City North,Dublin 9,2,2,No,No,12,Estate Agent
May,House,3160.00,Dublin City South,Dublin 2,3,1,N/A,N/A,12,Owner
May,Apartment,3150,Dublin City South,Dublin 20,3,2,No,No,120,Estate Agent
May,Apartment,910,Dublin City North,Dublin 3,1,2,No,No,120,Estate Agent
May,Apartment,1050,Dublin City South,Dublin 2,1,2,N/A,No,12,Estate Agent
May,House,4330,Dublin City South,Dublin 16,3,1,Yes,Yes,12,Owner
May,Apartment,1960,Dublin City North,Dublin 5,2,2,Yes,No,12,Estate Agent
May,Apartment,1970,Dublin City South,Dublin 6,1,2,No,N/A,12,Owner
May,Apartment,1440,Dublin City Sth.,Dublin 22,2,1,No,No,3,Owner
May,Apartment,1830.00,Dublin City Sth.,Dublin 14,1,2,No,No,12,Estate Agent
May,Apartment,1200,Dublin City Sth.,Dublin 16,1,1,No,No,3,Estate Agent
May,Apartment,2300,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
May,Apartment,1110,Dublin City North,Dublin 3,1,2,No,No,6,Estate Agent
May,Apartment,3790,Dublin City North,Dublin 1,3,1,No,No, ,Estate  Agent
May,Apartment,1730,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
May,House,3940,Dublin City South,Dublin 10,4,2,Yes,Yes,12,Estate Agent
May,Apartment,1910,Dublin City North,Dublin 1,2,1,N/A,No,3,Owner
May,Apartment,2300,Dublin City North,Dublin 1,2,2,No,No,12,Estate Agent
May,Apartment,1160,Dublin City North,Dublin 15,2,2,Yes,No,12,Owner
May,House,2970,Dublin City Nth.,Dublin 13,2,2,Yes,Yes,6,Estate Agent
May,Apartment,2240,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
May,Apartment,1730,Dublin City Sth.,Dublin 6W,1,2,No,No,6,Estate Agent
May,Apartment,1430,Dublin City South,Dublin 24,1,2,No,No,12,Estate Agent
May,Apartment,1470,Dublin City North,Dublin 1,1,1,No,No,3,Owner
May,Apartment,1950,Dublin City Nth.,Dublin 1,1,2,Yes,No,6,Estate Agent
May,Apartment,2080,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
May,Apartment,2300,Dublin City Sth.,Dublin 22,2,2,Yes,No,6,Owner
May,Apartment,2060,Dublin City South,Dublin 16,2,1,No,No,12,Estate Agent
May,Apartment,1190,Dublin City North,Dublin 1,2,2,No,No,12,Estate Agent
May,Apartment,2180,Dublin City South,Dublin 2,2,2,No,No,6,Estate Agent
May,House,3460.00,Dublin City Nth.,Dublin 7,4,1,Yes,Yes,12,Estate Agent
May,House,4420,Dublin City North,Dublin 1,4,2,Yes,Yes,12,Owner
May,House,5500,Dublin City Sth.,Dublin 6,4,4,Yes,Yes,6,Estate Agent
May,House,3580,Dublin City North,Dublin 9,2,2,Yes,Yes,3,Estate Agent
May,Apartment,2480,Dublin City North,Dublin 1,3,2,No,N/A,12,Owner
May,Apartment,1600,Dublin City Nth.,Dublin 1,1,1,No,No,12,Estate Agent
May,House,5330,South Co Dublin,,4,3,No,Yes,6,Owner
May,Apartment,2360,Dublin City South,Dublin 2,1,2,No,No,12,Estate Agent
May,House,2040,Dublin City North,Dublin 5,3,2,Yes,No,12,Owner
May,Apartment,2070,Dublin City North,Dublin 1,2,2,No,No,6,Owner
May,Apartment,1820,South Co Dublin,,1,2,No,No,12,Estate Agent
May,Apartment,1860,Dublin City Nth.,Dublin 11,2,1,Yes,No,120,Estate Agent
May,Apartment,2340,Dublin City South,Dublin 22,2,1,No,No,12,Owner
May,Apartment,890,Dublin City North,Dublin 17,1,1,N/A,No,120,Owner
May,Apartment,2300,Dublin City South,Dublin 2,3,2,No,N/A,12,Estate Agent
May,Apartment,4000,Dublin City South,Dublin 2,3,2,No,No,12,Estate Agent
May,Apartment,1870,Dublin City South,Dublin 2,1,1,No,N/A,12,Estate Agent
June,House,3650,Dublin City South,Dublin 6,4,4,N/A,Yes,12,Owner
June,Apartment,3030,Dublin City North,Dublin 13,3,1,No,No,12,Estate Agent
June,Apartment,1040,North Co Dublin,,1,1,No,No,12,Estate Agent
June,House,5070,South Co Dublin,,3,2,Yes,Yes,6,Estate Agent
June,Apartment,1860,South Co Dublin,,2,1,No,No,12,Estate Agent
June,House,3290,Dublin City Sth.,Dublin 22,2,1,Yes,Yes,12,Estate Agent
June,Apartment,2660,Dublin City Nth.,Dublin 1,3,2,No,No,12,Owner
June,Apartment,2430,Dublin City North,Dublin 9,2,2,No,N/A,30,Owner
June,Apartment,2510,Dublin City Nth.,Dublin 9,3,1,N/A,No,12,Owner
June,House,3760,Dublin City South,Dublin 22,4,2,Yes,Yes,12,Owner
June,Apartment,1620.00,Dublin City Nth.,Dublin 1,1,1,N/A,No,12,Estate Agent
June,Apartment,1570,Dublin City Sth.,Dublin 4,1,2,No,No,12,Estate Agent
June,Apartment,1410,Dublin City South,Dublin 2,2,2,No,No,12,Estate Agent
June,Apartment,2470.00,Dublin City North,Dublin 3,2,1,No,N/A,12,Estate Agent
June,Apartment,910,Dublin City South,Dublin 22,1,1,No,No,12,Estate Agent
June,Apartment,3200,Dublin City South,Dublin 2,3,1,Yes,N/A,12,Estate Agent
June,Apartment,2150,Dublin City South,Dublin 2,1,2,No,No,6,Estate Agent
June,Apartment,3060.00,Dublin City South,Dublin 6,3,1,No,No,12,Estate Agent
June,Apartment,1020,Dublin City South,Dublin 8,2,1,Yes,No,12,Estate Agent
June,Apartment,2980,Dublin City Sth.,Dublin 2,2,2,No,No,12,Estate Agent
June,Apartment,3450.00,Dublin City South,Dublin 2,2,1,No,No,6,Estate Agent
June,Apartment,1600,Dublin City Nth.,Dublin 1,1,1,No,No,12,Estate Agent
June,House,4700,Dublin City South,Dublin 6,4,2,Yes,Yes,12,Owner
June,Apartment,850,Dublin City North,Dublin 9,1,2,No,No,12,Estate Agent
June,Apartment,2770,Dublin City Sth.,Dublin 2,1,2,No,No,3,Owner
June,House,5300,Dublin City South,Dublin 2,3,2,N/A,Yes,12,Estate  Agent
June,Apartment,1850,Dublin City South,Dublin 2,1,2,No,No,12,Estate Agent
June,Apartment,2510.00,Dublin City South,Dublin 14,2,2,No,No,12,Estate Agent
June,Apartment,3950,Dublin City North,Dublin 1,3,1,No,No,6,Estate  Agent
June,House,2400,Dublin City North,Dublin 7,3,1,Yes,N/A,12,Owner
June,Apartment,1310,Dublin City North,Dublin 1,2,2,No,No,12,Owner
June,House,4460,Dublin City North,Dublin 3,3,2,Yes,No,120,Estate Agent
June,House,2830,Dublin City Sth.,Dublin 8,2,2,Yes,Yes, ,Owner
June,Apartment,2200,Dublin City South,Dublin 2,1,1,No,N/A,12,Estate Agent
June,Apartment,1090,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
June,House,2720,Dublin City South,Dublin 18,4,1,Yes,Yes,120,Owner
June,Apartment,2680,Dublin City South,Dublin 2,2,2,No,No,12,Estate Agent
June,House,5660,Dublin City South,Dublin 2,3,2,Yes,Yes,12,Estate Agent
June,House,4410,North Co Dublin,,3,2,Yes,N/A,12,Estate Agent
June,Apartment,2010,Dublin City South,Dublin 2,1,1,No,No,12,Owner
June,Apartment,1720,Dublin City South,Dublin 6,2,2,Yes,No,120,Estate Agent
June,House,2530,Dublin City South,Dublin 8,4,4,No,Yes,12,Estate Agent
June,Apartment,1680,Dublin City South,Dublin 22,1,1,No,No,6,Owner
June,House,4070,Dublin City North,Dublin 13,4,1,Yes,Yes,12,Estate Agent
June,House,3570.00,Dublin City North,Dublin 1,4,3,Yes,Yes,12,Estate  Agent
June,Apartment,2840,Dublin City Sth.,Dublin 22,3,1,No,No,3,Owner
June,House,7240,Dublin City South,Dublin 4,5,4,No,Yes,3,Estate Agent
June,Apartment,2060.00,Dublin City Nth.,Dublin 1,1,1,No,N/A,12,Estate Agent
June,Apartment,3510,Dublin City South,Dublin 2,2,2,No,No,3,Owner
June,Apartment,770.00,Dublin City South,Dublin 22,1,1,No,No,12,Owner
June,House,3680,Dublin City South,Dublin 12,4,4,Yes,Yes,3,Estate Agent
June,House,2590,Dublin City Sth.,Dublin 22,3,1,Yes,Yes,6,Estate Agent
June,Apartment,1170,North Co Dublin,,1,1,No,No,30,Estate Agent
June,House,6380,Dublin City North,Dublin 3,5,3,Yes,Yes,12,Estate Agent
June,House,4980,Dublin City South,Dublin 12,3,2,Yes,Yes,120,Owner
June,House,4770.00,Dublin City South,Dublin 10,5,1,Yes,Yes,6,Estate Agent
June,Apartment,2210,Dublin City South,Dublin 2,2,1,No,No,12,Owner
June,Apartment,1550.00,Dublin City Sth.,Dublin 16,1,2,No,No,12,Estate Agent
June,House,5240,Dublin City South,Dublin 4,4,1,Yes,Yes,6,Estate Agent
June,Apartment,1800,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
June,Apartment,1040,Dublin City Sth.,Dublin 8,1,1,No,N/A,12,Owner
June,Apartment,2430,Dublin City South,Dublin 2,2,1,No,No,12,Estate Agent
June,Apartment,2350.00,Dublin City Sth.,Dublin 2,2,1,No,No,3,Estate Agent
June,Apartment,1460,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
June,House,4880.00,Dublin City North,Dublin 1,4,1,Yes,N/A,6,Owner
June,Apartment,1480,Dublin City South,Dublin 10,2,1,No,No,12,Owner
June,Apartment,2800,Dublin City Sth.,Dublin 2,2,1,No,N/A,120,Estate  Agent
June,Apartment,1180.00,Dublin City South,Dublin 10,2,1,No,No,3,Estate Agent
June,Apartment,1690.00,Dublin City Nth.,Dublin 1,2,1,Yes,No,12,Estate Agent
June,Apartment,1920.00,Dublin City South,Dublin 14,1,1,No,N/A,12,Estate Agent
June,Apartment,1000,Dublin City South,Dublin 2,1,2,No,No,12,Estate  Agent
June,Apartment,1020,Dublin City South,Dublin 12,1,1,No,No,12,Estate Agent
June,Apartment,3030,Dublin City South,Dublin 6,2,2,No,N/A,6,Estate Agent
June,House,4480,Dublin City Sth.,Dublin 6,4,3,Yes,Yes, ,Estate Agent
June,House,4780,Dublin City South,Dublin 10,2,2,Yes,No,3,Estate Agent
June,House,4340,Dublin City North,Dublin 7,3,2,Yes,Yes,12,Estate Agent
June,Apartment,2410.00,South Co Dublin,,2,1,No,No,12,Owner
June,Apartment,1500,Dublin City North,Dublin 1,1,1,No,No,6,Estate Agent
June,House,2380,Dublin City South,Dublin 24,2,2,No,No,12,Owner
June,Apartment,1560,North Co Dublin,,1,2,No,No,12,Estate Agent
June,House,3580,Dublin City South,Dublin 20,3,2,Yes,Yes,6,Estate Agent
June,Apartment,2990,Dublin City South,Dublin 2,2,1,No,N/A,12,Estate Agent
June,House,3490,Dublin City North,Dublin 13,2,2,Yes,No,12,Estate Agent
June,House,4970,South Co Dublin,,3,2,No,Yes,6,Estate Agent
June,Apartment,2140,Dublin City Sth.,Dublin 2,2,1,No,No,12,Estate Agent
June,House,5460,Dublin City Sth.,Dublin 14,3,1,Yes,No,3,Estate Agent
June,House,3230,Dublin City South,Dublin 12,2,1,No,Yes,12,Estate Agent
June,Apartment,1890,Dublin City North,Dublin 3,2,2,No,No,30,Estate Agent
June,House,2870,Dublin City South,Dublin 14,4,4,Yes,Yes,3,Owner
June,Apartment,2910,Dublin City North,Dublin 1,2,2,Yes,No,12,Owner
June,Apartment,1520,Dublin City North,Dublin 1,2,1,No,No,3,Owner
June,Apartment,1610.00,North Co Dublin,,2,1,No,No,12,Estate Agent
June,Apartment,1660,Dublin City South,Dublin 18,3,1,No,No,12,Estate Agent
June,Apartment,1190,Dublin City South,Dublin 24,1,1,No,No,12,Owner
June,Apartment,1630,Dublin City Nth.,Dublin 1,1,1,No,No,12,Estate Agent
June,Apartment,1790,Dublin City North,Dublin 15,2,1,No,No,12,Owner
June,Apartment,1140,Dublin City Sth.,Dublin 2,1,2,N/A,No,12,Owner
June,Apartment,2580.00,Dublin City Nth.,Dublin 5,2,2,No,No,12,Estate Agent
June,Apartment,2830,Dublin City South,Dublin 2,1,1,No,N/A,3,Estate Agent
June,Apartment,3360,Dublin City Sth.,Dublin 6W,3,1,No,No,12,Estate Agent
June,Apartment,2410,Dublin City North,Dublin 1,2,1,No,No,3,Estate Agent
June,Apartment,1760,Dublin City South,Dublin 24,1,2,No,No,12,Owner
June,House,2580,Dublin City Nth.,Dublin 5,4,2,Yes,Yes,12,Owner
June,Apartment,2300,Dublin City South,Dublin 16,2,1,No,No,12,Estate Agent
June,House,3130,Dublin City South,Dublin 6,4,2,No,Yes,6,Owner
June,House,4690,Dublin City South,Dublin 12,3,2,Yes,Yes,12,Owner
June,Apartment,1980,Dublin City North,Dublin 5,1,1,Yes,No,60,Estate Agent
June,Apartment,1490.00,Dublin City North,Dublin 3,2,2,N/A,N/A,60,Estate Agent
June,Apartment,1820,Dublin City South,Dublin 8,1,2,No,No,12,Estate Agent
June,Apartment,1340,Dublin City South,Dublin 24,2,1,No,No,6,Estate Agent
June,Apartment,1380,Dublin City South,Dublin 2,1,1,Yes,N/A,12,Estate Agent
June,Apartment,1090,Dublin City South,Dublin 16,1,1,No,No,3,Owner
June,House,2320,Dublin City North,Dublin 11,1,1,Yes,Yes,12,Estate Agent
June,Apartment,3070,Dublin City South,Dublin 2,3,2,No,No,12,Estate Agent
June,Apartment,2450,Dublin City Sth.,Dublin 2,1,1,No,No,12,Estate Agent
June,Apartment,1210,Dublin City South,Dublin 6W,1,2,No,No, ,Estate Agent
June,Apartment,820,Dublin City South,Dublin 20,1,2,No,N/A,12,Owner
June,House,2980,Dublin City South,Dublin 14,3,1,Yes,Yes,12,Owner
June,Apartment,1000,Dublin City Nth.,Dublin 1,1,1,Yes,No,120,Estate Agent
June,House,2510,Dublin City North,Dublin 9,2,2,Yes,Yes,12,Estate Agent
June,House,5630,Dublin City Nth.,Dublin 9,5,2,No,Yes,120,Owner
June,Apartment,1650.00,North Co Dublin,,1,1,No,No,12,Estate Agent
June,Apartment,2230,Dublin City South,Dublin 2,1,2,Yes,No,12,Owner
June,Apartment,1080,Dublin City South,Dublin 2,1,1,No,No,12,Owner
June,Apartment,1490,South Co Dublin,,3,1,No,No,12,Estate Agent
June,Apartment,1580,Dublin City Sth.,Dublin 8,1,1,No,No,12,Estate Agent
June,Apartment,1670,Dublin City South,Dublin 2,1,1,No,No,120,Estate Agent
June,Apartment,1200.00,Dublin City South,Dublin 22,1,1,No,No,3,Estate Agent
June,Apartment,3130,Dublin City Sth.,Dublin 2,2,1,No,No,3,Estate Agent
June,Apartment,2280,Dublin City Sth.,Dublin 2,2,2,No,No,3,Estate Agent
June,Apartment,1820,Dublin City North,Dublin 1,2,1,No,No,3,Owner
June,Apartment,880,Dublin City South,Dublin 12,1,1,No,No,12,Estate Agent
June,Apartment,2140,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
June,Apartment,2270,Dublin City South,Dublin 2,1,2,No,No,12,Owner
June,Apartment,1690,Dublin City South,Dublin 12,1,1,No,No,3,Owner
June,House,4790,Dublin City Nth.,Dublin 11,3,2,Yes,Yes,12,Owner
June,Apartment,1110,Dublin City North,Dublin 3,1,1,Yes,No,12,Estate Agent
June,Apartment,2020,Dublin City South,Dublin 6,1,2,No,N/A,12,Estate Agent
June,Apartment,2580,Dublin City South,Dublin 4,1,2,No,No,12,Estate Agent
June,Apartment,790,Dublin City South,Dublin 22,1,2,No,No,12,Owner
June,Apartment,1900,Dublin City Nth.,Dublin 7,1,2,No,No,12,Estate Agent
June,Apartment,2000,Dublin City South,Dublin 8,2,1,No,No,6,Owner
June,House,2300.00,Dublin City South,Dublin 20,3,2,Yes,Yes,6,Estate Agent
June,Apartment,1580.00,Dublin City South,Dublin 14,1,1,No,No,120,Owner
June,Apartment,1340,Dublin City South,Dublin 14,1,1,Yes,No,12,Estate Agent
July,House,4560,Dublin City South,Dublin 22,3,1,No,N/A, ,Estate Agent
July,Apartment,2220.00,Dublin City South,Dublin 24,2,2,No,No,3,Owner
July,Apartment,1880,Dublin City South,Dublin 8,1,1,No,No,12,Estate  Agent
July,House,3500,Dublin City South,Dublin 18,3,2,Yes,Yes,12,Owner
July,Apartment,960,Dublin City Nth.,Dublin 9,1,1,No,No,12,Owner
July,Apartment,2970,Dublin City North,Dublin 1,2,2,No,No,12,Estate Agent
